Product Name,Launch Date(s),Product Hunt URL,Official Website,Founder Name(s),Founder Evidence Type,Contact Email(s),Founder Source Links,Email Source Links,Notes
Kopai,2026-8-1,https://www.producthunt.com/products/kopai-the-marketplace-for-ai-agents,https://usekopai.com,Saptarshi Mondal; Meghna Bharadwaj; SWAPNANIL RAY,Product Hunt public launch-team/maker names; founder title not independently verified,founders@usekopai.com,https://www.producthunt.com/products/kopai-the-marketplace-for-ai-agents,https://usekopai.com,
Terminal Candy,2026-8-1,https://www.producthunt.com/products/terminal-candy,https://terminalcandy.com,Peter Hough,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/terminal-candy,https://terminalcandy.com/contact; https://terminalcandy.com/contact-us; https://terminalcandy.com/about; https://terminalcandy.com/about-us; https://terminalcandy.com/team; https://terminalcandy.com/company; https://terminalcandy.com/support; https://terminalcandy.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
TerminalWidget,2026-8-1,https://www.producthunt.com/products/terminalwidget,https://terminalwidget.app,Brett Terpstra,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/terminalwidget,https://terminalwidget.app/support,No qualifying public business/contact email was found on the crawled official-site pages.
SyncStaq,2026-8-1,https://www.producthunt.com/products/syncstaq,https://syncstaq.com/,Alice; Jin; Matt,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/syncstaq,https://syncstaq.com/pages/about; https://syncstaq.com/pages/contact,No qualifying public business/contact email was found on the crawled official-site pages.
EssayKraft,2026-8-1,https://www.producthunt.com/products/essaykraft,https://apps.apple.com/us/app/essaykraft/id6789774290,Noah Page,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/essaykraft,https://apps.apple.com/us/app/essaykraft/id6789774290,No qualifying public business/contact email was found on the crawled official-site pages.
Tandem,2026-8-1,https://www.producthunt.com/products/tandem-11,https://tandemspace.com,Brendan Suh,Product Hunt public launch-team/maker names; founder title not independently verified,info@tandem.space,https://www.producthunt.com/products/tandem-11,https://tandemspace.com/contact-us; https://tandemspace.com/about,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
Quillly,2026-8-1,https://www.producthunt.com/products/quillly,https://quillly.com,Rahul Verma,Product Hunt public launch-team/maker names; founder title not independently verified,support@quillly.com,https://www.producthunt.com/products/quillly,https://quillly.com/contact; https://quillly.com/for/marketing-teams,
Pokey,2026-8-1,https://www.producthunt.com/products/pokey,https://pokeyapp.com,Pavel Sikachev; Mike Kosenkov,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/pokey,https://pokeyapp.com,No qualifying public business/contact email was found on the crawled official-site pages.
UXFix,2026-8-1,https://www.producthunt.com/products/uxfix,https://uxfix.io,Alexandr Mirzoyan,Product Hunt public launch-team/maker names; founder title not independently verified,info@uxfix.io,https://www.producthunt.com/products/uxfix,https://uxfix.io/contact; https://uxfix.io/contact-us; https://uxfix.io/about; https://uxfix.io/about-us; https://uxfix.io/team; https://uxfix.io/company; https://uxfix.io/support; https://uxfix.io/help,
Curate,2026-8-1,https://www.producthunt.com/products/curate-9,https://curateapp.io?utm_source=producthunt&utm_content=launch_link,Will Blacklock,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/curate-9,https://www.curateapp.io/contact; https://www.curateapp.io/contact-us; https://www.curateapp.io/about; https://www.curateapp.io/about-us; https://www.curateapp.io/team; https://www.curateapp.io/company; https://www.curateapp.io/support; https://www.curateapp.io/help,No qualifying public business/contact email was found on the crawled official-site pages.
unquestion,2026-8-1,https://www.producthunt.com/products/unquestion,https://www.unquestion.ai/,Abdulrahman Ibrahim; Youssef Abdelwahed,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/unquestion,https://www.unquestion.ai/,No qualifying public business/contact email was found on the crawled official-site pages.
Zinley,2026-8-2,https://www.producthunt.com/products/zinley,https://zinley.com/,Victoria Quynh Anh Nguyen; some4254; Hoang Nghiem,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/zinley,https://zinley.com/contact; https://zinley.com/contact-us; https://zinley.com/about; https://zinley.com/about-us; https://zinley.com/team; https://zinley.com/company; https://zinley.com/support; https://zinley.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
Capptivo,2026-8-2,https://www.producthunt.com/products/capptivo,https://capptivo.com,abdessamad,Product Hunt public launch-team/maker names; founder title not independently verified,support@capptivo.com,https://www.producthunt.com/products/capptivo,https://capptivo.com,
YourSitee,2026-8-2,https://www.producthunt.com/products/yoursitee,https://yoursit.ee,Dávid Demeter; Dávid Sz-S; Ádám Bürger,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/yoursitee,https://yoursit.ee/about; https://yoursit.ee/support,No qualifying public business/contact email was found on the crawled official-site pages.
Lumichats,2026-8-2,https://www.producthunt.com/products/lumichats-offline,https://lumichats.com/docs,Aditya Kumar Jha,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/lumichats-offline,https://lumichats.com/docs,No qualifying public business/contact email was found on the crawled official-site pages.
Zen Whisper,2026-8-2,https://www.producthunt.com/products/zen-whisper,https://www.zenproducts.ai/apps/zen-whisper,ZenProducts,Product Hunt public launch-team/maker names; founder title not independently verified,hello@zenproducts.ai,https://www.producthunt.com/products/zen-whisper,https://www.zenproducts.ai/about,
UniwebPay Skill,2026-8-2,https://www.producthunt.com/products/uniwebpay,https://skill.uniwebpay.com,Benny1996; Ted; Glitter Protocol,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/uniwebpay,https://skill.uniwebpay.com/contact; https://skill.uniwebpay.com/contact-us; https://skill.uniwebpay.com/about; https://skill.uniwebpay.com/about-us; https://skill.uniwebpay.com/team; https://skill.uniwebpay.com/company; https://skill.uniwebpay.com/support; https://skill.uniwebpay.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
Finamie,2026-8-2,https://www.producthunt.com/products/finamie-know-your-money-for-real,https://finamie.com/,Santiago Melo Medina,Product Hunt public launch-team/maker names; founder title not independently verified,support@vitessestack.com,https://www.producthunt.com/products/finamie-know-your-money-for-real,https://finamie.com/contact; https://finamie.com/contact-us; https://finamie.com/about; https://finamie.com/about-us; https://finamie.com/team; https://finamie.com/company; https://finamie.com/support; https://finamie.com/help; https://finamie.com/support.html,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
Termexo,2026-8-2,https://www.producthunt.com/products/termexo,https://www.termexo.com,guomengyue,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/termexo,https://www.termexo.com,No qualifying public business/contact email was found on the crawled official-site pages.
Bolcho AI,2026-8-2,https://www.producthunt.com/products/bolcho-ai,https://bolchoai.in/,Sanjeev Singh; Kumar Ajay,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/bolcho-ai,https://bolchoai.in/,No qualifying public business/contact email was found on the crawled official-site pages.
FreqWave EQ,2026-8-2,https://www.producthunt.com/products/freqwave-eq-browser-audio-equalizer,https://bob3x.github.io/freqwave-eq/,Borislav Ginov,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/freqwave-eq-browser-audio-equalizer,https://bob3x.github.io/freqwave-eq/,No qualifying public business/contact email was found on the crawled official-site pages.
TimeOS 2.0,2026-8-2,https://www.producthunt.com/products/timeos-ultimate-task-manager-for-pro,https://inv.timeos.deno.net,Kris Theory,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/timeos-ultimate-task-manager-for-pro,https://inv.timeos.deno.net,No qualifying public business/contact email was found on the crawled official-site pages.
Apoointly,2026-8-2,https://www.producthunt.com/products/apoointly,https://apoointly.com/,Maulik patel; Kashyap Rathod,Product Hunt public launch-team/maker names; founder title not independently verified,support@apoointly.com,https://www.producthunt.com/products/apoointly,https://apoointly.com/contact; https://apoointly.com/contact-us; https://apoointly.com/about; https://apoointly.com/about-us; https://apoointly.com/team; https://apoointly.com/company; https://apoointly.com/support; https://apoointly.com/help,
PraiseEngine,2026-8-2,https://www.producthunt.com/products/praiseengine,https://praiseengine.com,Savannah Shropshire; Austin Buhl,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/praiseengine,https://praiseengine.com,No qualifying public business/contact email was found on the crawled official-site pages.
